"term","frequency","density","occurrence"
"strong",11,0.000151766004415011,0.008
"styles",4,5.51876379690949e-05,0.002
"subscriber",1,1.37969094922737e-05,0.002
"supplies",2,2.75938189845475e-05,0.002
"taft",12,0.000165562913907285,0.002
"talked",3,4.13907284768212e-05,0.004
"technologyinsider",3,4.13907284768212e-05,0.002
"tellafriend",7,9.65783664459161e-05,0.002
"thestreet",7,9.65783664459161e-05,0.002
"thinkers",2,2.75938189845475e-05,0.002
"thirds",2,2.75938189845475e-05,0.002
"tinyurl",18,0.000248344370860927,0.002
"tivo",2,2.75938189845475e-05,0.002
"topics",2,2.75938189845475e-05,0.002
"transparent",24,0.00033112582781457,0.002
"trial",6,8.27814569536424e-05,0.004
"tricky",3,4.13907284768212e-05,0.004
"unbiased",4,5.51876379690949e-05,0.006
"union",3,4.13907284768212e-05,0.004
"unloading",2,2.75938189845475e-05,0.002
"unspecified",2,2.75938189845475e-05,0.002
"unspun",19,0.000262141280353201,0.002
"upi",3,4.13907284768212e-05,0.002
"urging",3,4.13907284768212e-05,0.004
"usatoday",3,4.13907284768212e-05,0.002
"usk",3,4.13907284768212e-05,0.002
"usm",3,4.13907284768212e-05,0.002
"usn",3,4.13907284768212e-05,0.002
"usp",3,4.13907284768212e-05,0.002
"valign",7,9.65783664459161e-05,0.002
"vanderkolk",4,5.51876379690949e-05,0.002
"verdana",48,0.000662251655629139,0.002
"vineyard",8,0.00011037527593819,0.002
"vspace",1,1.37969094922737e-05,0.002
"waterfront",4,5.51876379690949e-05,0.002
"willya",2,2.75938189845475e-05,0.002
"wings",2,2.75938189845475e-05,0.002
"worldcom",2,2.75938189845475e-05,0.002
"wsj",15,0.000206953642384106,0.002
"xanax",2,2.75938189845475e-05,0.002
"xxdesxxbackto",1,1.37969094922737e-05,0.002
"xxdesxxemail",2,2.75938189845475e-05,0.002
"xxdesxxfrom",2,2.75938189845475e-05,0.002
"xxdesxxheading",1,1.37969094922737e-05,0.002
"xxdesxxissue",1,1.37969094922737e-05,0.002
"xxdesxxpage",1,1.37969094922737e-05,0.002
"xxdesxxsubject",1,1.37969094922737e-05,0.002
"xxdesxxsubscribe",2,2.75938189845475e-05,0.002
"xxdesxxthanks",1,1.37969094922737e-05,0.002
"xxdesxxtitle",1,1.37969094922737e-05,0.002
"xxdesxxuser",2,2.75938189845475e-05,0.002
"yearning",2,2.75938189845475e-05,0.002
"calendar",1,1.37969094922737e-05,0.002
"crossposting",1,1.37969094922737e-05,0.002
"english",19,0.000262141280353201,0.02
"extremeny",1,1.37969094922737e-05,0.002
"loopny",1,1.37969094922737e-05,0.002
"pravda",1,1.37969094922737e-05,0.002
"reasoning",2,2.75938189845475e-05,0.004
"saturday",8,0.00011037527593819,0.016
"shows",6,8.27814569536424e-05,0.012
"speer",1,1.37969094922737e-05,0.002
"submit",2,2.75938189845475e-05,0.002
"accepting",4,5.51876379690949e-05,0.006
"cupds",1,1.37969094922737e-05,0.002
"defaultprinter",1,1.37969094922737e-05,0.002
"deviceuri",1,1.37969094922737e-05,0.002
"dodgy",1,1.37969094922737e-05,0.002
"idle",1,1.37969094922737e-05,0.002
"ipp",1,1.37969094922737e-05,0.002
"jetdirect",1,1.37969094922737e-05,0.002
"jobsheets",1,1.37969094922737e-05,0.002
"klimit",1,1.37969094922737e-05,0.002
"locals",6,8.27814569536424e-05,0.01
"pagelimit",1,1.37969094922737e-05,0.002
"printcap",2,2.75938189845475e-05,0.002
"printers",2,2.75938189845475e-05,0.002
"quotaperiod",1,1.37969094922737e-05,0.002
"autopc",1,1.37969094922737e-05,0.002
"boards",3,4.13907284768212e-05,0.004
"custom",7,9.65783664459161e-05,0.014
"experiences",3,4.13907284768212e-05,0.006
"forums",1,1.37969094922737e-05,0.002
"hth",1,1.37969094922737e-05,0.002
"humidor",2,2.75938189845475e-05,0.004
"importantly",2,2.75938189845475e-05,0.004
"informative",2,2.75938189845475e-05,0.004
"linitx",1,1.37969094922737e-05,0.002
"moylan",18,0.000248344370860927,0.008
"phil",1,1.37969094922737e-05,0.002
"processors",2,2.75938189845475e-05,0.004
"recorder",1,1.37969094922737e-05,0.002
"thisstrife",1,1.37969094922737e-05,0.002
"unknown",2,2.75938189845475e-05,0.004
"unobtrusive",1,1.37969094922737e-05,0.002
"vcd",1,1.37969094922737e-05,0.002
"ouchytheclown",1,1.37969094922737e-05,0.002
"chose",3,4.13907284768212e-05,0.006
"concerning",2,2.75938189845475e-05,0.004
"doyle",1,1.37969094922737e-05,0.002
"excerpts",1,1.37969094922737e-05,0.002
"faith",4,5.51876379690949e-05,0.008
"fucking",8,0.00011037527593819,0.016
"intention",3,4.13907284768212e-05,0.006
"interpret",3,4.13907284768212e-05,0.006
"invincible",1,1.37969094922737e-05,0.002
"listmembers",1,1.37969094922737e-05,0.002
"micgranger",1,1.37969094922737e-05,0.002
"refrain",1,1.37969094922737e-05,0.002
"refusal",2,2.75938189845475e-05,0.004
"risible",1,1.37969094922737e-05,0.002
"atmospheric",3,4.13907284768212e-05,0.004
"bow",2,2.75938189845475e-05,0.004
"bright",4,5.51876379690949e-05,0.008
"circle",2,2.75938189845475e-05,0.004
"corlis",2,2.75938189845475e-05,0.004
"darker",4,5.51876379690949e-05,0.004
"darkness",2,2.75938189845475e-05,0.004
"degrees",6,8.27814569536424e-05,0.01
"enclosing",2,2.75938189845475e-05,0.004
"freelance",1,1.37969094922737e-05,0.002
"glow",2,2.75938189845475e-05,0.004
"horizon",4,5.51876379690949e-05,0.004
"jacobs",2,2.75938189845475e-05,0.004
"length",6,8.27814569536424e-05,0.012
"moon",10,0.000137969094922737,0.004
"nearly",12,0.000165562913907285,0.02
"notable",3,4.13907284768212e-05,0.006
"optics",4,5.51876379690949e-05,0.004
"pecularity",2,2.75938189845475e-05,0.004
"phenomenon",3,4.13907284768212e-05,0.006
"pillars",2,2.75938189845475e-05,0.004
"quirks",2,2.75938189845475e-05,0.004
"rainbow",4,5.51876379690949e-05,0.004
"reportedly",2,2.75938189845475e-05,0.004
"seemed",4,5.51876379690949e-05,0.008
"semi",2,2.75938189845475e-05,0.004
"sorts",5,6.89845474613687e-05,0.01
"surprised",4,5.51876379690949e-05,0.008
"suspect",7,9.65783664459161e-05,0.014
"sworn",2,2.75938189845475e-05,0.004
"unemployed",1,1.37969094922737e-05,0.002
"visual",5,6.89845474613687e-05,0.006
"william",5,6.89845474613687e-05,0.008
"animal",20,0.000275938189845475,0.016
"australians",1,1.37969094922737e-05,0.002
"constable",1,1.37969094922737e-05,0.002
"evans",1,1.37969094922737e-05,0.002
"flop",1,1.37969094922737e-05,0.002
"fwded",1,1.37969094922737e-05,0.002
"hilarious",2,2.75938189845475e-05,0.004
"hitting",2,2.75938189845475e-05,0.004
"honestly",1,1.37969094922737e-05,0.002
"hurled",1,1.37969094922737e-05,0.002
"rachel",2,2.75938189845475e-05,0.004
"sling",1,1.37969094922737e-05,0.002
"thong",2,2.75938189845475e-05,0.002
"walloping",1,1.37969094922737e-05,0.002
"asn",1,1.37969094922737e-05,0.002
"auf",1,1.37969094922737e-05,0.002
"cursor",1,1.37969094922737e-05,0.002
"ehp",1,1.37969094922737e-05,0.002
"halot",1,1.37969094922737e-05,0.002
"highlight",4,5.51876379690949e-05,0.006
"idefix",1,1.37969094922737e-05,0.002
"iluukkon",1,1.37969094922737e-05,0.002
"indexe",1,1.37969094922737e-05,0.002
"jaostot",1,1.37969094922737e-05,0.002
"meteorology",1,1.37969094922737e-05,0.002
"meteoros",1,1.37969094922737e-05,0.002
"millenium",1,1.37969094922737e-05,0.002
"observational",1,1.37969094922737e-05,0.002
"phenomena",1,1.37969094922737e-05,0.002
"pix",2,2.75938189845475e-05,0.002
"plates",1,1.37969094922737e-05,0.002
"prior",2,2.75938189845475e-05,0.004
"subsequent",1,1.37969094922737e-05,0.002
"taide",1,1.37969094922737e-05,0.002
"taivas",1,1.37969094922737e-05,0.002
"turkuamk",1,1.37969094922737e-05,0.002
"ursa",2,2.75938189845475e-05,0.002
"valok",1,1.37969094922737e-05,0.002
"blaine",1,1.37969094922737e-05,0.002
"buried",3,4.13907284768212e-05,0.004
"camp",1,1.37969094922737e-05,0.002
"celebrate",2,2.75938189845475e-05,0.004
"ego",1,1.37969094922737e-05,0.002
"escape",1,1.37969094922737e-05,0.002
"escaped",1,1.37969094922737e-05,0.002
"freezer",1,1.37969094922737e-05,0.002
"hiding",1,1.37969094922737e-05,0.002
"illusionist",1,1.37969094922737e-05,0.002
"magician",1,1.37969094922737e-05,0.002
"newest",6,8.27814569536424e-05,0.012
"publicity",2,2.75938189845475e-05,0.004
"stalag",1,1.37969094922737e-05,0.002
"ukers",1,1.37969094922737e-05,0.002
"viz",1,1.37969094922737e-05,0.002
"wwii",1,1.37969094922737e-05,0.002
"godwin",1,1.37969094922737e-05,0.002
"hitler",3,4.13907284768212e-05,0.004
"hussein",1,1.37969094922737e-05,0.002
"laden",1,1.37969094922737e-05,0.002
"nazis",1,1.37969094922737e-05,0.002
"osama",1,1.37969094922737e-05,0.002
"shout",4,5.51876379690949e-05,0.008
"ancient",5,6.89845474613687e-05,0.008
"axles",1,1.37969094922737e-05,0.002
"bearing",1,1.37969094922737e-05,0.002
"bearings",1,1.37969094922737e-05,0.002
"bess",1,1.37969094922737e-05,0.002
"biomass",1,1.37969094922737e-05,0.002
"breaks",1,1.37969094922737e-05,0.002
"brough",1,1.37969094922737e-05,0.002
"chip",6,8.27814569536424e-05,0.01
"civilization",2,2.75938189845475e-05,0.002
"civilizations",1,1.37969094922737e-05,0.002
"conceive",2,2.75938189845475e-05,0.004
"concern",4,5.51876379690949e-05,0.008
"continuously",1,1.37969094922737e-05,0.002
"conventional",5,6.89845474613687e-05,0.01
"decidedly",4,5.51876379690949e-05,0.008
"derivatives",1,1.37969094922737e-05,0.002
"derived",5,6.89845474613687e-05,0.002
"diesel",25,0.000344922737306843,0.004
"durable",1,1.37969094922737e-05,0.002
"emergent",1,1.37969094922737e-05,0.002
"employ",2,2.75938189845475e-05,0.004
"exploited",7,9.65783664459161e-05,0.01
"extremely",8,0.00011037527593819,0.014
"farms",1,1.37969094922737e-05,0.002
"fill",3,4.13907284768212e-05,0.006
"food",16,0.00022075055187638,0.014
"fuels",2,2.75938189845475e-05,0.002
"gap",5,6.89845474613687e-05,0.01
"graphite",1,1.37969094922737e-05,0.002
"hydro",1,1.37969094922737e-05,0.002
"hydrocarbon",2,2.75938189845475e-05,0.002
"industrial",2,2.75938189845475e-05,0.002
"ingenuity",1,1.37969094922737e-05,0.002
"jlake",2,2.75938189845475e-05,0.002
"lack",19,0.000262141280353201,0.034
"lake",1,1.37969094922737e-05,0.002
"lubricants",6,8.27814569536424e-05,0.002
"lubrication",3,4.13907284768212e-05,0.002
"manure",1,1.37969094922737e-05,0.002
"matching",1,1.37969094922737e-05,0.002
"methane",2,2.75938189845475e-05,0.002
"occur",2,2.75938189845475e-05,0.004
"oil",9,0.000124172185430464,0.004
"pace",1,1.37969094922737e-05,0.002
"parallel",1,1.37969094922737e-05,0.002
"petrochemical",3,4.13907284768212e-05,0.002
"petrochemicals",1,1.37969094922737e-05,0.002
"petroleum",3,4.13907284768212e-05,0.002
"pig",2,2.75938189845475e-05,0.002
"plastics",2,2.75938189845475e-05,0.004
"recreate",1,1.37969094922737e-05,0.002
"replicate",1,1.37969094922737e-05,0.002
"restaurants",3,4.13907284768212e-05,0.006
"revollution",1,1.37969094922737e-05,0.002
"rotation",1,1.37969094922737e-05,0.002
"russians",4,5.51876379690949e-05,0.006
"scratch",3,4.13907284768212e-05,0.006
"seabed",1,1.37969094922737e-05,0.002
"shops",4,5.51876379690949e-05,0.006
"smelling",2,2.75938189845475e-05,0.004
"snip",17,0.000234547461368653,0.014
"solar",1,1.37969094922737e-05,0.002
"sophistication",1,1.37969094922737e-05,0.002
"steamy",1,1.37969094922737e-05,0.002
"stress",5,6.89845474613687e-05,0.01
"sunflower",1,1.37969094922737e-05,0.002
"sunflowers",1,1.37969094922737e-05,0.002
"suspects",1,1.37969094922737e-05,0.002
"synthesis",1,1.37969094922737e-05,0.002
"synthetic",3,4.13907284768212e-05,0.006
"synthetics",2,2.75938189845475e-05,0.002
"temperature",1,1.37969094922737e-05,0.002
"trucks",8,0.00011037527593819,0.006
"ultimately",3,4.13907284768212e-05,0.006
"vegetable",3,4.13907284768212e-05,0.002
"wheels",2,2.75938189845475e-05,0.004
"yorkshire",7,9.65783664459161e-05,0.006
"batay",1,1.37969094922737e-05,0.002
"bronze",2,2.75938189845475e-05,0.004
"buddha",2,2.75938189845475e-05,0.002
"buddhist",1,1.37969094922737e-05,0.002
"cambodia",4,5.51876379690949e-05,0.002
"capital",13,0.000179359823399558,0.02
"centimetres",3,4.13907284768212e-05,0.004
"clearing",1,1.37969094922737e-05,0.002
"condition",3,4.13907284768212e-05,0.004
"controlled",3,4.13907284768212e-05,0.006
"culturally",1,1.37969094922737e-05,0.002
"decadent",1,1.37969094922737e-05,0.002
"dense",2,2.75938189845475e-05,0.004
"destroyed",4,5.51876379690949e-05,0.006
"died",14,0.000193156732891832,0.026
"district",7,9.65783664459161e-05,0.014
"farmers",2,2.75938189845475e-05,0.004
"governor",1,1.37969094922737e-05,0.002
"grams",1,1.37969094922737e-05,0.002
"guard",1,1.37969094922737e-05,0.002
"hang",2,2.75938189845475e-05,0.002
"honour",2,2.75938189845475e-05,0.004
"impure",1,1.37969094922737e-05,0.002
"inches",7,9.65783664459161e-05,0.004
"jungle",1,1.37969094922737e-05,0.002
"kampong",3,4.13907284768212e-05,0.002
"khmer",3,4.13907284768212e-05,0.002
"looters",1,1.37969094922737e-05,0.002
"metre",3,4.13907284768212e-05,0.006
"outlawed",2,2.75938189845475e-05,0.004
"overgrown",1,1.37969094922737e-05,0.002
"pagoda",2,2.75938189845475e-05,0.002
"penh",1,1.37969094922737e-05,0.002
"phnom",1,1.37969094922737e-05,0.002
"pich",2,2.75938189845475e-05,0.002
"pledged",1,1.37969094922737e-05,0.002
"province",4,5.51876379690949e-05,0.004
"provincial",2,2.75938189845475e-05,0.004
"rebuilding",3,4.13907284768212e-05,0.006
"reign",4,5.51876379690949e-05,0.006
"rouge",3,4.13907284768212e-05,0.002
"ruins",2,2.75938189845475e-05,0.002
"safekeeping",1,1.37969094922737e-05,0.002
"silver",3,4.13907284768212e-05,0.006
"sithim",2,2.75938189845475e-05,0.002
"som",1,1.37969094922737e-05,0.002
"somphat",1,1.37969094922737e-05,0.002
"statues",5,6.89845474613687e-05,0.002
"thom",3,4.13907284768212e-05,0.002
"torn",2,2.75938189845475e-05,0.004
"town",10,0.000137969094922737,0.014
"treasure",1,1.37969094922737e-05,0.002
"treat",1,1.37969094922737e-05,0.002
"unearthed",1,1.37969094922737e-05,0.002
"utopia",1,1.37969094922737e-05,0.002
"waged",1,1.37969094922737e-05,0.002
"weigh",7,9.65783664459161e-05,0.014
"yield",1,1.37969094922737e-05,0.002
"anthropometric",1,1.37969094922737e-05,0.002
"average",26,0.000358719646799117,0.026
"averaging",3,4.13907284768212e-05,0.002
"beat",4,5.51876379690949e-05,0.008
"beverley",1,1.37969094922737e-05,0.002
"bottoms",1,1.37969094922737e-05,0.002
"briton",3,4.13907284768212e-05,0.004
"brussels",1,1.37969094922737e-05,0.002
"buttock",1,1.37969094922737e-05,0.002
"cans",1,1.37969094922737e-05,0.002
"carvel",1,1.37969094922737e-05,0.002
"citizens",5,6.89845474613687e-05,0.006
"compared",7,9.65783664459161e-05,0.008
"completed",2,2.75938189845475e-05,0.004
"considerably",1,1.37969094922737e-05,0.002
"continental",10,0.000137969094922737,0.004
"corners",1,1.37969094922737e-05,0.002
"counterpart",4,5.51876379690949e-05,0.002
"crease",2,2.75938189845475e-05,0.002
"daintier",1,1.37969094922737e-05,0.002
"designers",1,1.37969094922737e-05,0.002
"dimension",6,8.27814569536424e-05,0.01
"disturbingly",1,1.37969094922737e-05,0.002
"dti",1,1.37969094922737e-05,0.002
"dutch",4,5.51876379690949e-05,0.002
"edition",2,2.75938189845475e-05,0.004
"ergonomics",1,1.37969094922737e-05,0.002
"ergonomists",1,1.37969094922737e-05,0.002
"exhaustive",3,4.13907284768212e-05,0.006
"eyes",8,0.00011037527593819,0.016
"finger",4,5.51876379690949e-05,0.004
"german",4,5.51876379690949e-05,0.004
"germans",2,2.75938189845475e-05,0.002
"girth",1,1.37969094922737e-05,0.002
"handbook",1,1.37969094922737e-05,0.002
"harmonised",1,1.37969094922737e-05,0.002
"heavier",1,1.37969094922737e-05,0.002
"heavy",3,4.13907284768212e-05,0.006
"italians",5,6.89845474613687e-05,0.004
"kilos",1,1.37969094922737e-05,0.002
"knee",1,1.37969094922737e-05,0.002
"lankans",1,1.37969094922737e-05,0.002
"leg",4,5.51876379690949e-05,0.008
"lengths",1,1.37969094922737e-05,0.002
"manufacturers",3,4.13907284768212e-05,0.004
"massively",1,1.37969094922737e-05,0.002
"measurement",2,2.75938189845475e-05,0.004
"measurements",2,2.75938189845475e-05,0.002
"millimetres",1,1.37969094922737e-05,0.002
"nationalities",1,1.37969094922737e-05,0.002
"norris",2,2.75938189845475e-05,0.004
"nottingham",2,2.75938189845475e-05,0.002
"occupational",2,2.75938189845475e-05,0.004
"outstripped",1,1.37969094922737e-05,0.002
"pulling",2,2.75938189845475e-05,0.004
"ranging",2,2.75938189845475e-05,0.004
"ring",3,4.13907284768212e-05,0.002
"shorter",2,2.75938189845475e-05,0.004
"shoulders",1,1.37969094922737e-05,0.002
"social",11,0.000151766004415011,0.018
"sri",1,1.37969094922737e-05,0.002
"strength",9,0.000124172185430464,0.006
"swedes",2,2.75938189845475e-05,0.002
"taller",2,2.75938189845475e-05,0.002
"volume",4,5.51876379690949e-05,0.006
"waist",1,1.37969094922737e-05,0.002
"abroad",3,4.13907284768212e-05,0.004
"acknowledging",2,2.75938189845475e-05,0.004
"affluent",1,1.37969094922737e-05,0.002
"albion",1,1.37969094922737e-05,0.002
"alcohol",3,4.13907284768212e-05,0.004
"alcoholics",1,1.37969094922737e-05,0.002
"becoming",2,2.75938189845475e-05,0.004
"beggars",1,1.37969094922737e-05,0.002
"belorussian",1,1.37969094922737e-05,0.002
"beverage",1,1.37969094922737e-05,0.002
"birmingham",1,1.37969094922737e-05,0.002
"bored",1,1.37969094922737e-05,0.002
"cattle",1,1.37969094922737e-05,0.002
"cent",3,4.13907284768212e-05,0.002
"cheek",2,2.75938189845475e-05,0.004
"chocolate",4,5.51876379690949e-05,0.008
"climatic",1,1.37969094922737e-05,0.002
"climes",1,1.37969094922737e-05,0.002
"clock",3,4.13907284768212e-05,0.006
"coldest",1,1.37969094922737e-05,0.002
"collective",1,1.37969094922737e-05,0.002
"coloured",1,1.37969094922737e-05,0.002
"concrete",4,5.51876379690949e-05,0.008
"consumed",1,1.37969094922737e-05,0.002
"cup",1,1.37969094922737e-05,0.002
"cut",8,0.00011037527593819,0.01
"decided",11,0.000151766004415011,0.022
"deterred",1,1.37969094922737e-05,0.002
"deterrent",1,1.37969094922737e-05,0.002
"diehard",1,1.37969094922737e-05,0.002
"difficulty",6,8.27814569536424e-05,0.01
"digging",1,1.37969094922737e-05,0.002
"dissatisfied",5,6.89845474613687e-05,0.006
"distilled",1,1.37969094922737e-05,0.002
"earn",1,1.37969094922737e-05,0.002
"elevenses",1,1.37969094922737e-05,0.002
"emigrate",2,2.75938189845475e-05,0.002
"emigr¨¦s",1,1.37969094922737e-05,0.002
"endures",1,1.37969094922737e-05,0.002
"enjoys",1,1.37969094922737e-05,0.002
"filed",10,0.000137969094922737,0.014
"foggy",1,1.37969094922737e-05,0.002
"folkestone",1,1.37969094922737e-05,0.002
"foodstuffs",1,1.37969094922737e-05,0.002
"foundations",1,1.37969094922737e-05,0.002
"grass",3,4.13907284768212e-05,0.006
"greener",1,1.37969094922737e-05,0.002
"gripes",1,1.37969094922737e-05,0.002
"halfpenny",1,1.37969094922737e-05,0.002
"happily",3,4.13907284768212e-05,0.006
"heed",1,1.37969094922737e-05,0.002
"herd",1,1.37969094922737e-05,0.002
"hills",4,5.51876379690949e-05,0.004
"hobnob",1,1.37969094922737e-05,0.002
"houses",1,1.37969094922737e-05,0.002
"keen",3,4.13907284768212e-05,0.006
"kommersant",5,6.89845474613687e-05,0.002
"kopecks",2,2.75938189845475e-05,0.002
"labour",2,2.75938189845475e-05,0.004
"lifestyle",1,1.37969094922737e-05,0.002
"modest",4,5.51876379690949e-05,0.008
"mongolian",1,1.37969094922737e-05,0.002
"moonshine",1,1.37969094922737e-05,0.002
"nation",9,0.000124172185430464,0.012
"nominated",2,2.75938189845475e-05,0.002
"obrasov",1,1.37969094922737e-05,0.002
"opportunity",2,2.75938189845475e-05,0.004
"oxtail",1,1.37969094922737e-05,0.002
"permafrost",2,2.75938189845475e-05,0.004
"plentiful",1,1.37969094922737e-05,0.002
"pointed",4,5.51876379690949e-05,0.004
"population",26,0.000358719646799117,0.028
"preferred",4,5.51876379690949e-05,0.006
"prostitutes",1,1.37969094922737e-05,0.002
"provinces",1,1.37969094922737e-05,0.002
"puppet",1,1.37969094922737e-05,0.002
"realities",1,1.37969094922737e-05,0.002
"reassurance",1,1.37969094922737e-05,0.002
"regions",1,1.37969094922737e-05,0.002
"relaxed",2,2.75938189845475e-05,0.004
"remarkably",1,1.37969094922737e-05,0.002
"republic",3,4.13907284768212e-05,0.006
"reward",1,1.37969094922737e-05,0.002
"ruble",2,2.75938189845475e-05,0.002
"sakha",1,1.37969094922737e-05,0.002
"samagon",1,1.37969094922737e-05,0.002
"settler",1,1.37969094922737e-05,0.002
"shabby",1,1.37969094922737e-05,0.002
"sheffield",1,1.37969094922737e-05,0.002
"siberia",1,1.37969094922737e-05,0.002
"sick",5,6.89845474613687e-05,0.01
"soup",1,1.37969094922737e-05,0.002
"soviet",2,2.75938189845475e-05,0.004
"speakers",3,4.13907284768212e-05,0.006
"spirits",2,2.75938189845475e-05,0.004
"standards",7,9.65783664459161e-05,0.012
"steppe",1,1.37969094922737e-05,0.002
"steppes",1,1.37969094922737e-05,0.002
"sterling",1,1.37969094922737e-05,0.002
"stilts",1,1.37969094922737e-05,0.002
"stumbling",1,1.37969094922737e-05,0.002
"sunnier",1,1.37969094922737e-05,0.002
"surveyed",1,1.37969094922737e-05,0.002
"tails",1,1.37969094922737e-05,0.002
"tea",4,5.51876379690949e-05,0.006
"telegraph",3,4.13907284768212e-05,0.004
"temperate",1,1.37969094922737e-05,0.002
"temperatures",2,2.75938189845475e-05,0.002
"theatre",1,1.37969094922737e-05,0.002
"thirty",1,1.37969094922737e-05,0.002
"tourists",1,1.37969094922737e-05,0.002
"traditionally",1,1.37969094922737e-05,0.002
"travel",4,5.51876379690949e-05,0.008
"tula",1,1.37969094922737e-05,0.002
"unlike",5,6.89845474613687e-05,0.01
"unseemingly",1,1.37969094922737e-05,0.002
"villages",3,4.13907284768212e-05,0.006
"vodka",3,4.13907284768212e-05,0.002
"wealth",3,4.13907284768212e-05,0.006
"whisky",2,2.75938189845475e-05,0.002
"wolf",3,4.13907284768212e-05,0.004
"yougov",1,1.37969094922737e-05,0.002
"ages",1,1.37969094922737e-05,0.002
"amid",1,1.37969094922737e-05,0.002
"angry",5,6.89845474613687e-05,0.01
"arresting",1,1.37969094922737e-05,0.002
"attackers",1,1.37969094922737e-05,0.002
"attacking",1,1.37969094922737e-05,0.002
"attendants",1,1.37969094922737e-05,0.002
"bareback",1,1.37969094922737e-05,0.002
"beating",8,0.00011037527593819,0.014
"beforehand",2,2.75938189845475e-05,0.004
"bribes",1,1.37969094922737e-05,0.002
"bruce",1,1.37969094922737e-05,0.002
"bruises",1,1.37969094922737e-05,0.002
"celebrations",1,1.37969094922737e-05,0.002
"century",10,0.000137969094922737,0.012
"closely",2,2.75938189845475e-05,0.004
"cobbles",1,1.37969094922737e-05,0.002
"colours",2,2.75938189845475e-05,0.002
"commemorate",1,1.37969094922737e-05,0.002
"contrada",5,6.89845474613687e-05,0.002
"contradaioli",1,1.37969094922737e-05,0.002
"contradas",1,1.37969094922737e-05,0.002
"cuts",1,1.37969094922737e-05,0.002
"defected",2,2.75938189845475e-05,0.002
"defection",1,1.37969094922737e-05,0.002
"defend",7,9.65783664459161e-05,0.014
"earned",2,2.75938189845475e-05,0.004
"enmities",1,1.37969094922737e-05,0.002
"episodes",1,1.37969094922737e-05,0.002
"erupted",1,1.37969094922737e-05,0.002
"evaporates",1,1.37969094922737e-05,0.002
"extraction",1,1.37969094922737e-05,0.002
"feast",1,1.37969094922737e-05,0.002
"fiercely",1,1.37969094922737e-05,0.002
"florence",1,1.37969094922737e-05,0.002
"footage",2,2.75938189845475e-05,0.004
"fractures",1,1.37969094922737e-05,0.002
"giuseppe",2,2.75938189845475e-05,0.002
"grab",2,2.75938189845475e-05,0.004
"hired",2,2.75938189845475e-05,0.004
"horse",14,0.000193156732891832,0.008
"hospital",7,9.65783664459161e-05,0.008
"humour",1,1.37969094922737e-05,0.002
"identified",2,2.75938189845475e-05,0.004
"independence",2,2.75938189845475e-05,0.004
"intervene",1,1.37969094922737e-05,0.002
"intrigue",1,1.37969094922737e-05,0.002
"intrigues",1,1.37969094922737e-05,0.002
"istrice",4,5.51876379690949e-05,0.002
"jacket",1,1.37969094922737e-05,0.002
"jockey",4,5.51876379690949e-05,0.002
"jockeys",1,1.37969094922737e-05,0.002
"joyous",1,1.37969094922737e-05,0.002
"kicked",1,1.37969094922737e-05,0.002
"lie",3,4.13907284768212e-05,0.004
"lupa",3,4.13907284768212e-05,0.002
"madonna",1,1.37969094922737e-05,0.002
"marks",1,1.37969094922737e-05,0.002
"mercenary",12,0.000165562913907285,0.02
"miracles",1,1.37969094922737e-05,0.002
"moments",2,2.75938189845475e-05,0.004
"mounted",2,2.75938189845475e-05,0.004
"neighbourhoods",3,4.13907284768212e-05,0.004
"nine",3,4.13907284768212e-05,0.006
"palio",7,9.65783664459161e-05,0.002
"parade",1,1.37969094922737e-05,0.002
"pes",5,6.89845474613687e-05,0.002
"porcupine",1,1.37969094922737e-05,0.002
"promises",4,5.51876379690949e-05,0.008
"provenzano",1,1.37969094922737e-05,0.002
"pulled",5,6.89845474613687e-05,0.01
"raced",1,1.37969094922737e-05,0.002
"reins",1,1.37969094922737e-05,0.002
"rival",6,8.27814569536424e-05,0.012
"rivals",7,9.65783664459161e-05,0.012
"rome",2,2.75938189845475e-05,0.004
"sardinian",1,1.37969094922737e-05,0.002
"savagely",1,1.37969094922737e-05,0.002
"sides",3,4.13907284768212e-05,0.004
"siena",4,5.51876379690949e-05,0.002
"spectators",1,1.37969094922737e-05,0.002
"states",9,0.000124172185430464,0.014
"supporters",2,2.75938189845475e-05,0.002
"surrounding",5,6.89845474613687e-05,0.01
"tartuca",1,1.37969094922737e-05,0.002
"tortoise",1,1.37969094922737e-05,0.002
"traditions",1,1.37969094922737e-05,0.002
"undercurrent",1,1.37969094922737e-05,0.002
"virgin",1,1.37969094922737e-05,0.002
"waded",1,1.37969094922737e-05,0.002
"whip",1,1.37969094922737e-05,0.002
"abu",2,2.75938189845475e-05,0.004
"adultery",1,1.37969094922737e-05,0.002
"agitating",1,1.37969094922737e-05,0.002
"ambivalent",1,1.37969094922737e-05,0.002
"antithetical",1,1.37969094922737e-05,0.002
"appropriation",1,1.37969094922737e-05,0.002
"approved",3,4.13907284768212e-05,0.006
"arab",1,1.37969094922737e-05,0.002
"argument",15,0.000206953642384106,0.018
"arid",1,1.37969094922737e-05,0.002
"arrest",3,4.13907284768212e-05,0.002
"assets",2,2.75938189845475e-05,0.002
"babble",1,1.37969094922737e-05,0.002
"baleful",1,1.37969094922737e-05,0.002
"beach",5,6.89845474613687e-05,0.008
"beguiling",1,1.37969094922737e-05,0.002
"behaving",1,1.37969094922737e-05,0.002
